,uri,,ref_id,,title,,first_date,,container,
<record><uri>,/repositories/3/archival_objects/343849,</uri><cid>,MC147_c02752,</cid><unittitle>,Fairbanks Conference of Native Organizations,</unittitle><unitdate>,1964,</unitdate><container>,box 383 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343850,</uri><cid>,MC147_c02753,</cid><unittitle>,"Follett, Mrs. Wilson",</unittitle><unitdate>,1962-1963,</unitdate><container>,box 383 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343851,</uri><cid>,MC147_c02754,</cid><unittitle>,"Foote, Don C",</unittitle><unitdate>,1960-1966,</unitdate><container>,box 383 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343852,</uri><cid>,MC147_c02755,</cid><unittitle>,Fund Raising Appeals,</unittitle><unitdate>,1962-1965,</unitdate><container>,box 383 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343853,</uri><cid>,MC147_c02756,</cid><unittitle>,Funeral Service and Condolences,</unittitle><unitdate>,1968,</unitdate><container>,box 383 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343854,</uri><cid>,MC147_c02757,</cid><unittitle>,Gambell Cold-Storage Facility,</unittitle><unitdate>,1963-1971,</unitdate><container>,box 383 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343855,</uri><cid>,MC147_c02758,</cid><unittitle>,"Gravel, Mike",</unittitle><unitdate>,1966-1968,</unitdate><container>,box 383 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343856,</uri><cid>,MC147_c02759,</cid><unittitle>,"Gruening, Ernest",</unittitle><unitdate>,1959-1968,</unitdate><container>,box 383 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343857,</uri><cid>,MC147_c02760,</cid><unittitle>,"Hitchcock, Kay",</unittitle><unitdate>,1964,</unitdate><container>,box 383 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343858,</uri><cid>,MC147_c02761,</cid><unittitle>,"""Human Ecology of Alaskan Native"" (Research Proposal)",</unittitle><unitdate>,1963,</unitdate><container>,box 383 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343859,</uri><cid>,MC147_c02762,</cid><unittitle>,Hunting Rights,</unittitle><unitdate>,1961-1968,</unitdate><container>,box 383 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343860,</uri><cid>,MC147_c02763,</cid><unittitle>,Inupiat: Kotzebue Conference on Native Rights,</unittitle><unitdate>,1962-1963,</unitdate><container>,box 383 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343861,</uri><cid>,MC147_c02764,</cid><unittitle>,Inupiat: Point Barrow Conference on Native Rights,</unittitle><unitdate>,1961-1962,</unitdate><container>,box 383 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343862,</uri><cid>,MC147_c02765,</cid><unittitle>,"Irving, Lawrence",</unittitle><unitdate>,1961-1967,</unitdate><container>,box 383 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343863,</uri><cid>,MC147_c02766,</cid><unittitle>,"Jensen, Sandy",</unittitle><unitdate>,1963-1972,</unitdate><container>,box 383 folder 17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343864,</uri><cid>,MC147_c02767,</cid><unittitle>,"Ketzler, Alfred",</unittitle><unitdate>,1962-1968,</unitdate><container>,box 383 folder 18 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343865,</uri><cid>,MC147_c02768,</cid><unittitle>,King Islanders,</unittitle><unitdate>,1961-1968,</unitdate><container>,box 384 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343866,</uri><cid>,MC147_c02769,</cid><unittitle>,"Koponen, Niilo",</unittitle><unitdate>,1964-1967,</unitdate><container>,box 384 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343867,</uri><cid>,MC147_c02770,</cid><unittitle>,"La Farge, Oliver",</unittitle><unitdate>,1958-1963,</unitdate><container>,box 384 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343868,</uri><cid>,MC147_c02771,</cid><unittitle>,Land Rights and Claims,</unittitle><unitdate>,1958-1968,</unitdate><container>,box 384 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343869,</uri><cid>,MC147_c02772,</cid><unittitle>,"""Letters of Henry Stone Forbes""",</unittitle><unitdate>,1981,</unitdate><container>,box 384 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343870,</uri><cid>,MC147_c02773,</cid><unittitle>,"Madigan, La Verne",</unittitle><unitdate>,1960-1962,</unitdate><container>,box 384 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343871,</uri><cid>,MC147_c02774,</cid><unittitle>,Metlakatla,</unittitle><unitdate>,1962,</unitdate><container>,box 384 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343872,</uri><cid>,MC147_c02775,</cid><unittitle>,Minto,</unittitle><unitdate>,1962-1968,</unitdate><container>,box 384 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343873,</uri><cid>,MC147_c02776,</cid><unittitle>,"Mowat, Farley",</unittitle><unitdate>,1954-1959,</unitdate><container>,box 384 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343874,</uri><cid>,MC147_c02777,</cid><unittitle>,Notes on Alaska Trips,</unittitle><unitdate>,1961-1966,</unitdate><container>,box 384 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343875,</uri><cid>,MC147_c02778,</cid><unittitle>,"Okakok, Guy",</unittitle><unitdate>,1961-1964,</unitdate><container>,box 384 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343876,</uri><cid>,MC147_c02779,</cid><unittitle>,Organizational Matters,</unittitle><unitdate>,1961-1968,</unitdate><container>,box 384 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343877,</uri><cid>,MC147_c02780,</cid><unittitle>,"Paul, William, Sr",</unittitle><unitdate>,1963-1966,</unitdate><container>,box 384 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343878,</uri><cid>,MC147_c02781,</cid><unittitle>,Point Hope,</unittitle><unitdate>,1961-1966,</unitdate><container>,box 385 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343879,</uri><cid>,MC147_c02782,</cid><unittitle>,Policy,</unittitle><unitdate>,1961-1967,</unitdate><container>,box 385 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343880,</uri><cid>,MC147_c02783,</cid><unittitle>,Pribilof Islands,</unittitle><unitdate>,1962-1967,</unitdate><container>,box 385 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343881,</uri><cid>,MC147_c02784,</cid><unittitle>,Project Chariot and Radiation,</unittitle><unitdate>,1961-1968,</unitdate><container>,box 385 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343882,</uri><cid>,MC147_c02785,</cid><unittitle>,"Pruitt, William O",</unittitle><unitdate>,1962-1967,</unitdate><container>,box 385 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343883,</uri><cid>,MC147_c02786,</cid><unittitle>,Rampart Dam,</unittitle><unitdate>,1962-1972,</unitdate><container>,box 385 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343884,</uri><cid>,MC147_c02787,</cid><unittitle>,"Roberts, Jan",</unittitle><unitdate>,1967-1968,</unitdate><container>,box 385 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343885,</uri><cid>,MC147_c02788,</cid><unittitle>,"Sears, Paul B",</unittitle><unitdate>,1961-1964,</unitdate><container>,box 385 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343886,</uri><cid>,MC147_c02789,</cid><unittitle>,"Snowden, Donald",</unittitle><unitdate>,1964-1968,</unitdate><container>,box 385 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343887,</uri><cid>,MC147_c02790,</cid><unittitle>,"Stefansson, Vilhjalmur",</unittitle><unitdate>,1962,</unitdate><container>,box 385 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343888,</uri><cid>,MC147_c02791,</cid><unittitle>,"Stevens, Ted",</unittitle><unitdate>,1960-1965,</unitdate><container>,box 385 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343889,</uri><cid>,MC147_c02792,</cid><unittitle>,Task Force on Alaska Native Affairs,</unittitle><unitdate>,1962,</unitdate><container>,box 385 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343890,</uri><cid>,MC147_c02793,</cid><unittitle>,Tundra Times,</unittitle><unitdate>,1962-1963,</unitdate><container>,box 385 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343891,</uri><cid>,MC147_c02794,</cid><unittitle>,Tundra Times,</unittitle><unitdate>,1964-1968,</unitdate><container>,box 386 folder 1-6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343892,</uri><cid>,MC147_c02795,</cid><unittitle>,Tyonek,</unittitle><unitdate>,1962-1966,</unitdate><container>,box 386 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343893,</uri><cid>,MC147_c02796,</cid><unittitle>,"VanStone, James",</unittitle><unitdate>,1963-1964,</unitdate><container>,box 386 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343894,</uri><cid>,MC147_c02797,</cid><unittitle>,Vietnam,</unittitle><unitdate>,1968,</unitdate><container>,box 386 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343895,</uri><cid>,MC147_c02798,</cid><unittitle>,Whale Gun,</unittitle><unitdate>,1961-1965,</unitdate><container>,box 386 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343896,</uri><cid>,MC147_c02799,</cid><unittitle>,"Williamson, Thames W",</unittitle><unitdate>,1957-1962,</unitdate><container>,box 386 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343897,</uri><cid>,MC147_c02800,</cid><unittitle>,"Wortis, Ethel",</unittitle><unitdate>,1967,</unitdate><container>,box 386 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343899,</uri><cid>,MC147_c02803,</cid><unittitle>,Alaska: Correspondence,</unittitle><unitdate>,1962-1973,</unitdate><container>,box 388 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343900,</uri><cid>,MC147_c02804,</cid><unittitle>,Alaska Council of Churches,</unittitle><unitdate>,1962,</unitdate><container>,box 388 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343901,</uri><cid>,MC147_c02805,</cid><unittitle>,Alaska: Printed Matter,</unittitle><unitdate>,1961-1991,</unitdate><container>,box 388 folder 3-5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343902,</uri><cid>,MC147_c02806,</cid><unittitle>,Alcohol and Drug Abuse,</unittitle><unitdate>,1986,</unitdate><container>,box 388 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343903,</uri><cid>,MC147_c02807,</cid><unittitle>,"Alterman, Ruth",</unittitle><unitdate>,1971-1986,</unitdate><container>,box 388 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343904,</uri><cid>,MC147_c02808,</cid><unittitle>,Amchitka Island Nuclear Test,</unittitle><unitdate>,1969-1972,</unitdate><container>,box 388 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343905,</uri><cid>,MC147_c02809,</cid><unittitle>,American Indian Arts Center,</unittitle><unitdate>,1965-1976,</unitdate><container>,box 388 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343906,</uri><cid>,MC147_c02810,</cid><unittitle>,American Indian Trip to China,</unittitle><unitdate>,1980-1981,</unitdate><container>,box 388 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343907,</uri><cid>,MC147_c02811,</cid><unittitle>,"Amory, Cleveland",</unittitle><unitdate>,1962-1964,</unitdate><container>,box 388 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343908,</uri><cid>,MC147_c02812,</cid><unittitle>,"Anderson, Owanah",</unittitle><unitdate>,1987,</unitdate><container>,box 388 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343909,</uri><cid>,MC147_c02813,</cid><unittitle>,Archaeological Resources Protection Act,</unittitle><unitdate>,1979,</unitdate><container>,box 388 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343910,</uri><cid>,MC147_c02814,</cid><unittitle>,Arizona Commission on Indian Affairs,</unittitle><unitdate>,1972-1979,</unitdate><container>,box 389 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343911,</uri><cid>,MC147_c02815,</cid><unittitle>,Arts and Crafts,</unittitle><unitdate>,1958-1959,</unitdate><container>,box 389 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343912,</uri><cid>,MC147_c02816,</cid><unittitle>,"Baumgartner, Leona",</unittitle><unitdate>,1964-1978,</unitdate><container>,box 389 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343913,</uri><cid>,MC147_c02817,</cid><unittitle>,"Bedford, Jimmy",</unittitle><unitdate>,1973-1976,</unitdate><container>,box 389 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343914,</uri><cid>,MC147_c02818,</cid><unittitle>,"Bennett, Robert",</unittitle><unitdate>,1966,</unitdate><container>,box 389 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343915,</uri><cid>,MC147_c02819,</cid><unittitle>,"Bergen, Alfreda Janis",</unittitle><unitdate>,1962-1987,</unitdate><container>,box 389 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343916,</uri><cid>,MC147_c02820,</cid><unittitle>,Black Hills Steering Committee,</unittitle><unitdate>,1987,</unitdate><container>,box 389 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343917,</uri><cid>,MC147_c02821,</cid><unittitle>,"Bradford, Penelope",</unittitle><unitdate>,1979-1980,</unitdate><container>,box 389 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343918,</uri><cid>,MC147_c02822,</cid><unittitle>,"Brociner, Phyllis",</unittitle><unitdate>,1961-1963,</unitdate><container>,box 389 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343919,</uri><cid>,MC147_c02823,</cid><unittitle>,"Brooke, Edward W",</unittitle><unitdate>,1966-1978,</unitdate><container>,box 389 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343920,</uri><cid>,MC147_c02824,</cid><unittitle>,"Bruce, Louis R",</unittitle><unitdate>,1969-1972,</unitdate><container>,box 389 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343921,</uri><cid>,MC147_c02825,</cid><unittitle>,Budget Committee,</unittitle><unitdate>,1963-1965,</unitdate><container>,box 389 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343922,</uri><cid>,MC147_c02826,</cid><unittitle>,Bureau of Indian Affairs,</unittitle><unitdate>,1969-1976,</unitdate><container>,box 389 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343923,</uri><cid>,MC147_c02827,</cid><unittitle>,"Burke, James A",</unittitle><unitdate>,1968-1978,</unitdate><container>,box 389 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343924,</uri><cid>,MC147_c02828,</cid><unittitle>,"Byler, Mary Lou",</unittitle><unitdate>,1966-1970,</unitdate><container>,box 389 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343925,</uri><cid>,MC147_c02829,</cid><unittitle>,"Byler, William",</unittitle><unitdate>,1962-1980,</unitdate><container>,box 389 folder 16-18 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343926,</uri><cid>,MC147_c02830,</cid><unittitle>,Canada,</unittitle><unitdate>,1983-1986,</unitdate><container>,box 389 folder 19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343927,</uri><cid>,MC147_c02831,</cid><unittitle>,"Carter, Jimmy",</unittitle><unitdate>,1979,</unitdate><container>,box 389 folder 20 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343928,</uri><cid>,MC147_c02832,</cid><unittitle>,Central Arizona Project,</unittitle><unitdate>,1980,</unitdate><container>,box 389 folder 21 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343929,</uri><cid>,MC147_c02833,</cid><unittitle>,Ceremonials and Fiestas,</unittitle><unitdate>,1964,</unitdate><container>,box 389 folder 22 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343930,</uri><cid>,MC147_c02834,</cid><unittitle>,"Chavers, Dean",</unittitle><unitdate>,1987,</unitdate><container>,box 390 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343931,</uri><cid>,MC147_c02835,</cid><unittitle>,Child Welfare,</unittitle><unitdate>,1968-1988,</unitdate><container>,box 390 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343932,</uri><cid>,MC147_c02836,</cid><unittitle>,"Clapp, Winifred",</unittitle><unitdate>,1965,</unitdate><container>,box 390 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343933,</uri><cid>,MC147_c02837,</cid><unittitle>,Colville Indian Reservation,</unittitle><unitdate>,1970,</unitdate><container>,box 390 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343934,</uri><cid>,MC147_c02838,</cid><unittitle>,Constitutional Rights,</unittitle><unitdate>,1961-1968,</unitdate><container>,box 390 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343935,</uri><cid>,MC147_c02839,</cid><unittitle>,"Cooke, Alan",</unittitle><unitdate>,1961-1989,</unitdate><container>,box 390 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343936,</uri><cid>,MC147_c02840,</cid><unittitle>,Correspondence,</unittitle><unitdate>,1958-1991,</unitdate><container>,box 390 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343937,</uri><cid>,MC147_c02841,</cid><unittitle>,Council on Indian Affairs,</unittitle><unitdate>,1962-1965,</unitdate><container>,box 390 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343938,</uri><cid>,MC147_c02842,</cid><unittitle>,Criminal Justice,</unittitle><unitdate>,1968-1986,</unitdate><container>,box 390 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343939,</uri><cid>,MC147_c02843,</cid><unittitle>,Dartmouth College,</unittitle><unitdate>,1966-1971,</unitdate><container>,box 390 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343940,</uri><cid>,MC147_c02844,</cid><unittitle>,"Dean, S. Bobo",</unittitle><unitdate>,1972-1977,</unitdate><container>,box 390 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343941,</uri><cid>,MC147_c02845,</cid><unittitle>,"Deloria, Samuel",</unittitle><unitdate>,1972-1973,</unitdate><container>,box 390 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343942,</uri><cid>,MC147_c02846,</cid><unittitle>,"Deloria, Vine, Jr",</unittitle><unitdate>,1972,</unitdate><container>,box 390 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343943,</uri><cid>,MC147_c02847,</cid><unittitle>,Derogatory Images,</unittitle><unitdate>,1965-1968,</unitdate><container>,box 390 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343944,</uri><cid>,MC147_c02848,</cid><unittitle>,"Donnelly, Brian",</unittitle><unitdate>,1986,</unitdate><container>,box 390 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343945,</uri><cid>,MC147_c02849,</cid><unittitle>,"Dozier, Edward P",</unittitle><unitdate>,1967-1971,</unitdate><container>,box 390 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343946,</uri><cid>,MC147_c02850,</cid><unittitle>,"Dozier, Marianne",</unittitle><unitdate>,1970-1988,</unitdate><container>,box 390 folder 17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343947,</uri><cid>,MC147_c02851,</cid><unittitle>,D-Q University,</unittitle><unitdate>,1972-1979,</unitdate><container>,box 390 folder 18 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343948,</uri><cid>,MC147_c02852,</cid><unittitle>,"Dukakis, Kitty",</unittitle><unitdate>,1988,</unitdate><container>,box 390 folder 19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343949,</uri><cid>,MC147_c02853,</cid><unittitle>,"Dundee, Birdie",</unittitle><unitdate>,1987,</unitdate><container>,box 390 folder 20 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343950,</uri><cid>,MC147_c02854,</cid><unittitle>,"Echohawk, John E",</unittitle><unitdate>,1978-1985,</unitdate><container>,box 390 folder 21 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343951,</uri><cid>,MC147_c02855,</cid><unittitle>,Economic Development,</unittitle><unitdate>,1969-1986,</unitdate><container>,box 390 folder 22 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343952,</uri><cid>,MC147_c02856,</cid><unittitle>,Education,</unittitle><unitdate>,1963-1976,</unitdate><container>,box 391 folder 1-3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343953,</uri><cid>,MC147_c02857,</cid><unittitle>,Education Committee,</unittitle><unitdate>,1966-1982,</unitdate><container>,box 391 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343954,</uri><cid>,MC147_c02858,</cid><unittitle>,Elderly,</unittitle><unitdate>,1986,</unitdate><container>,box 391 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343955,</uri><cid>,MC147_c02859,</cid><unittitle>,"Elias, Nathaniel M",</unittitle><unitdate>,1962-1964,</unitdate><container>,box 391 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343956,</uri><cid>,MC147_c02860,</cid><unittitle>,"Eliot, Abigail A",</unittitle><unitdate>,1965-1969,</unitdate><container>,box 391 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343957,</uri><cid>,MC147_c02861,</cid><unittitle>,"Ely, Gertrude",</unittitle><unitdate>,1966,</unitdate><container>,box 391 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343958,</uri><cid>,MC147_c02862,</cid><unittitle>,Emergency Jobs Act,</unittitle><unitdate>,1983,</unitdate><container>,box 391 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343959,</uri><cid>,MC147_c02863,</cid><unittitle>,"Ernst, Roger C",</unittitle><unitdate>,1963-1988,</unitdate><container>,box 391 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343960,</uri><cid>,MC147_c02864,</cid><unittitle>,"Everhart, William C",</unittitle><unitdate>,1976,</unitdate><container>,box 391 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343961,</uri><cid>,MC147_c02865,</cid><unittitle>,Executive Director's Position,</unittitle><unitdate>,undated,</unitdate><container>,box 391 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343962,</uri><cid>,MC147_c02866,</cid><unittitle>,Family Papers,</unittitle><unitdate>,1934-1981,</unitdate><container>,box 391 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343963,</uri><cid>,MC147_c02867,</cid><unittitle>,"Farley, Edward I",</unittitle><unitdate>,1969-1971,</unitdate><container>,box 392 folder 1 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343964,</uri><cid>,MC147_c02868,</cid><unittitle>,Federal Indian Policy,</unittitle><unitdate>,1953-1985,</unitdate><container>,box 392 folder 2 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343965,</uri><cid>,MC147_c02869,</cid><unittitle>,Fishing,</unittitle><unitdate>,1968-1985,</unitdate><container>,box 392 folder 3 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343966,</uri><cid>,MC147_c02870,</cid><unittitle>,"Flannel, Rose",</unittitle><unitdate>,1963-1971,</unitdate><container>,box 392 folder 4 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343967,</uri><cid>,MC147_c02871,</cid><unittitle>,"Flute, Jerry",</unittitle><unitdate>,1985-1989,</unitdate><container>,box 392 folder 5 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343968,</uri><cid>,MC147_c02872,</cid><unittitle>,"Forbes, Henry S",</unittitle><unitdate>,1964,</unitdate><container>,box 392 folder 6 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343969,</uri><cid>,MC147_c02873,</cid><unittitle>,Force Accounts,</unittitle><unitdate>,1963,</unitdate><container>,box 392 folder 7 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343970,</uri><cid>,MC147_c02874,</cid><unittitle>,Fort Hall Shoshone-Bannock,</unittitle><unitdate>,1961-1962,</unitdate><container>,box 392 folder 8 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343971,</uri><cid>,MC147_c02875,</cid><unittitle>,Fort Mojave Tribe,</unittitle><unitdate>,1976,</unitdate><container>,box 392 folder 9 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343972,</uri><cid>,MC147_c02876,</cid><unittitle>,Four Nation Appeals,</unittitle><unitdate>,1962-1966,</unitdate><container>,box 392 folder 10 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343973,</uri><cid>,MC147_c02877,</cid><unittitle>,Fund Raising Appeals,</unittitle><unitdate>,1962-1965,</unitdate><container>,box 392 folder 11 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343974,</uri><cid>,MC147_c02878,</cid><unittitle>,Gaming,</unittitle><unitdate>,1986,</unitdate><container>,box 392 folder 12 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343975,</uri><cid>,MC147_c02879,</cid><unittitle>,"Goldschmidt, Oswald",</unittitle><unitdate>,1963-1986,</unitdate><container>,box 392 folder 13 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343976,</uri><cid>,MC147_c02880,</cid><unittitle>,"Gordon, Lester E",</unittitle><unitdate>,1971,</unitdate><container>,box 392 folder 14 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343977,</uri><cid>,MC147_c02881,</cid><unittitle>,Gramm-Rudman Deficit Reduction Act,</unittitle><unitdate>,1980,</unitdate><container>,box 392 folder 15 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343978,</uri><cid>,MC147_c02882,</cid><unittitle>,"Gravel, Mike",</unittitle><unitdate>,1969-1972,</unitdate><container>,box 392 folder 16 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343979,</uri><cid>,MC147_c02883,</cid><unittitle>,"Hale, Thomas Shaw",</unittitle><unitdate>,1965-1972,</unitdate><container>,box 392 folder 17 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343980,</uri><cid>,MC147_c02884,</cid><unittitle>,"Halfmoon, Richard A",</unittitle><unitdate>,1974-1980,</unitdate><container>,box 392 folder 18 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343981,</uri><cid>,MC147_c02885,</cid><unittitle>,"Hanley, Joy J",</unittitle><unitdate>,1988,</unitdate><container>,box 392 folder 19 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343982,</uri><cid>,MC147_c02886,</cid><unittitle>,Harvard University,</unittitle><unitdate>,1970-1971,</unitdate><container>,box 392 folder 20 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343983,</uri><cid>,MC147_c02887,</cid><unittitle>,"Hathaway, Stanley K",</unittitle><unitdate>,1975,</unitdate><container>,box 392 folder 21 ,</container></record>
<record><uri>,/repositories/3/archival_objects/343984,</uri><cid>,MC147_c02888,</cid><unittitle>,Havasupai Tribe,</unittitle><unitdate>,1974-1988,</unitdate><container>,box 392 folder 22 ,</container></record>
